maxsimulationtime=1000	models=Manhattan	locationinitializer=Null	maps=Manhattan	vlines=50,250,450,	dir12lanespace=5	width=500	hlines=50,250,450,	height=500	rangealgorithms=NullPowerAlgorithm	maxacceleration=2	maxspeed=10	fixedacceleration=false	minspeed=5	maxpausetime=10	positiveaccratio=2.0	safedistanceratio=2.0	nodenumber=10	defaultfilter=edu.sharif.ce.dml.common.data.trace.filter.DirectoryFilter	fileaddress=output	isinput=false	multiple=false	filenamegenerator=simple	seed=outputtrace	numberiterate=true	tracewriter=text
Time	Node	PositionX	PositionY	Speed	Direction Angle	Range
63	2	250	62	10	-1057	0
63	3	20	250	10	0	0
63	4	255	363	0019	1057	0
63	5	450	236	8091	-1057	0
63	6	387	55	7058	3014	0
63	7	248	450	7027	0	0
63	8	255	79	10	1057	0
63	9	455	285	10	1057	0
64	0	250	193	9048	-1057	0
64	1	450	55	8039	-1057	0
64	2	250	55	10	-1057	0
64	3	30	250	10	0	0
64	4	255	363	0	1057	0
64	5	450	226	10	-1057	0
64	6	380	55	6046	3014	0
64	7	250	450	8098	0	0
64	8	255	88	9037	1057	0
64	9	455	294	9076	1057	0
65	0	250	185	8025	-1057	0
65	1	450	50	908	0	0
65	2	240	55	10	3014	0
65	3	40	250	10	0	0
65	4	255	365	104	1057	0
65	5	450	216	10	-1057	0
65	6	373	55	608	3014	0
65	7	250	450	9072	0	0
65	8	255	97	8047	1057	0
65	9	455	304	10	1057	0
66	0	250	177	8024	-1057	0
66	1	460	50	10	0	0
66	2	230	55	906	3014	0
66	3	48	250	8003	0	0
66	4	255	366	1091	1057	0
66	5	450	206	10	-1057	0
66	6	368	55	5009	3014	0
66	7	260	450	10	0	0
66	8	255	105	8077	1057	0
66	9	455	314	9026	1057	0
67	0	250	169	8011	-1057	0
67	1	470	50	10	0	0
67	2	220	55	10	3014	0
67	3	50	250	7057	0	0
67	4	255	370	3029	1057	0
67	5	450	196	10	-1057	0
67	6	363	55	5064	3014	0
67	7	270	450	10	0	0
67	8	255	115	9052	1057	0
67	9	455	322	8033	1057	0
68	0	250	159	10	-1057	0
68	1	480	50	10	0	0
68	2	211	55	8053	3014	0
68	3	50	250	9033	-1057	0
68	4	255	372	2002	1057	0
68	5	450	186	9097	-1057	0
68	6	357	55	5078	3014	0
68	7	280	450	10	0	0
68	8	255	125	10	1057	0
68	9	455	332	10	1057	0
69	0	250	149	10	-1057	0
69	1	490	50	10	0	0
69	2	201	55	10	3014	0
69	3	50	240	10	-1057	0
69	4	255	372	0025	1057	0
69	5	450	177	8014	-1057	0
69	6	352	55	4034	3014	0
69	7	290	450	10	0	0
69	8	255	135	10	1057	0
69	9	455	342	10	1057	0
70	0	250	140	8085	-1057	0
70	1	500	50	10	0	0
70	2	193	55	801	3014	0
70	3	50	230	10	-1057	0
70	4	255	374	1088	1057	0
70	5	450	171	6029	-1057	0
70	6	348	55	4044	3014	0
70	7	298	450	8008	0	0
70	8	255	145	10	1057	0
70	9	455	352	10	1057	0
71	0	250	130	10	-1057	0
71	1	490	55	10	3014	0
71	2	184	55	9036	3014	0
71	3	50	220	10	-1057	0
71	4	255	377	3044	1057	0
71	5	450	165	6054	-1057	0
71	6	345	55	3023	3014	0
71	7	305	450	7027	0	0
71	8	255	155	10	1057	0
71	9	455	362	10	1057	0
72	0	250	120	10	-1057	0
72	1	480	55	10	3014	0
72	2	175	55	8085	3014	0
72	3	50	210	10	-1057	0
72	4	255	381	4014	1057	0
72	5	450	157	7059	-1057	0
72	6	341	55	3036	3014	0
72	7	311	450	6042	0	0
72	8	255	165	10	1057	0
72	9	455	372	9087	1057	0
73	0	250	111	902	-1057	0
73	1	470	55	10	3014	0
73	2	166	55	9052	3014	0
73	3	50	200	10	-1057	0
73	4	255	387	5062	1057	0
73	5	450	148	806	-1057	0
73	6	337	55	4058	3014	0
73	7	316	450	4092	0	0
73	8	255	174	9007	1057	0
73	9	455	381	9025	1057	0
74	0	250	101	9081	-1057	0
74	1	460	55	10	3014	0
74	2	156	55	10	3014	0
74	3	50	190	10	-1057	0
74	4	255	393	6027	1057	0
74	5	450	139	9075	-1057	0
74	6	331	55	5035	3014	0
74	7	323	450	6088	0	0
74	8	255	184	10	1057	0
74	9	455	391	908	1057	0
75	0	250	91	10	-1057	0
75	1	455	55	10	3014	0
75	2	147	55	8028	3014	0
75	3	50	180	10	-1057	0
75	4	255	400	6011	1057	0
75	5	450	129	10	-1057	0
75	6	325	55	6005	3014	0
75	7	329	450	5058	0	0
75	8	255	194	10	1057	0
75	9	455	401	10	1057	0
76	0	250	81	10	-1057	0
76	1	450	55	8084	-1057	0
76	2	137	55	10	3014	0
76	3	50	171	8023	-1057	0
76	4	255	404	4082	1057	0
76	5	450	119	9066	-1057	0
76	6	318	55	7044	3014	0
76	7	335	450	6045	0	0
76	8	255	204	10	1057	0
