Iter,refId,refPX,refPY,cmpId,cmpPX,cmpPY
406,9,91,256,6,119,220
407,0,186,200,3,220,196
407,0,186,200,7,151,168
407,3,220,196,0,186,200
407,6,125,212,7,151,168
407,6,125,212,9,82,254
407,7,151,168,0,186,200
407,7,151,168,6,125,212
407,9,82,254,6,125,212
408,0,188,194,3,223,203
408,0,188,194,7,155,164
408,3,223,203,0,188,194
408,6,131,204,7,155,164
408,7,155,164,0,188,194
408,7,155,164,6,131,204
409,0,191,188,3,227,210
409,0,191,188,7,158,160
409,3,227,210,0,191,188
409,6,137,197,7,158,160
409,7,158,160,0,191,188
409,7,158,160,6,137,197
410,0,193,183,3,230,217
410,0,193,183,7,161,156
410,3,230,217,0,193,183
410,6,143,189,7,161,156
410,7,161,156,0,193,183
410,7,161,156,6,143,189
411,0,195,177,3,234,223
411,0,195,177,6,149,181
411,0,195,177,7,164,152
411,3,234,223,0,195,177
411,6,149,181,0,195,177
411,6,149,181,7,164,152
411,7,164,152,0,195,177
411,7,164,152,6,149,181
412,0,198,171,6,155,173
412,0,198,171,7,168,147
412,6,155,173,0,198,171
412,6,155,173,7,168,147
412,7,168,147,0,198,171
412,7,168,147,6,155,173
413,0,200,166,6,161,166
413,0,200,166,7,171,143
413,6,161,166,0,200,166
413,6,161,166,7,171,143
413,7,171,143,0,200,166
413,7,171,143,6,161,166
414,0,202,160,6,167,158
414,0,202,160,7,174,139
414,6,167,158,0,202,160
414,6,167,158,7,174,139
414,7,174,139,0,202,160
414,7,174,139,6,167,158
414,8,55,291,9,41,244
414,9,41,244,8,55,291
415,0,204,154,6,173,150
415,0,204,154,7,177,135
415,6,173,150,0,204,154
415,6,173,150,7,177,135
415,7,177,135,0,204,154
415,7,177,135,6,173,150
415,8,57,285,9,41,244
415,9,41,244,8,57,285
416,0,207,149,6,179,142
416,0,207,149,7,181,131
416,6,179,142,0,207,149
416,6,179,142,7,181,131
416,7,181,131,0,207,149
416,7,181,131,6,179,142
416,8,59,279,9,41,244
416,9,41,244,8,59,279
417,0,209,143,6,185,134
417,0,209,143,7,184,127
417,6,185,134,0,209,143
417,6,185,134,7,184,127
417,7,184,127,0,209,143
417,7,184,127,6,185,134
417,8,61,274,9,41,244
417,9,41,244,8,61,274
418,0,211,137,6,191,127
418,0,211,137,7,187,123
418,6,191,127,0,211,137
418,6,191,127,7,187,123
418,7,187,123,0,211,137
418,7,187,123,6,191,127
418,8,63,268,9,41,244
418,9,41,244,8,63,268
419,0,213,132,6,197,119
419,0,213,132,7,190,119
419,6,197,119,0,213,132
419,6,197,119,7,190,119
419,7,190,119,0,213,132
419,7,190,119,6,197,119
419,8,65,263,9,41,244
419,9,41,244,8,65,263
420,0,216,126,6,203,111
420,0,216,126,7,194,115
420,6,203,111,0,216,126
420,6,203,111,7,194,115
420,7,194,115,0,216,126
420,7,194,115,6,203,111
420,8,67,257,9,41,244
420,9,41,244,8,67,257
421,0,218,120,6,209,103
421,0,218,120,7,197,111
421,6,209,103,0,218,120
421,6,209,103,7,197,111
421,7,197,111,0,218,120
421,7,197,111,6,209,103
421,8,69,252,9,48,246
421,9,48,246,8,69,252
422,0,220,115,6,215,96
422,0,220,115,7,200,107
422,6,215,96,0,220,115
422,6,215,96,7,200,107
422,7,200,107,0,220,115
422,7,200,107,6,215,96
422,8,71,246,9,56,247
422,9,56,247,8,71,246
423,0,222,109,6,221,88
423,0,222,109,7,203,103
423,6,221,88,0,222,109
423,6,221,88,7,203,103
423,7,203,103,0,222,109
423,7,203,103,6,221,88
423,8,73,241,9,63,249
423,9,63,249,8,73,241
424,0,225,103,6,224,84
424,0,225,103,7,207,99
424,6,224,84,0,225,103
424,6,224,84,7,207,99
424,7,207,99,0,225,103
424,7,207,99,6,224,84
424,8,75,235,9,70,250
424,9,70,250,8,75,235
425,0,227,98,6,219,93
425,0,227,98,7,210,95
425,6,219,93,0,227,98
425,6,219,93,7,210,95
425,7,210,95,0,227,98
425,7,210,95,6,219,93
425,8,77,229,9,77,252
425,9,77,252,8,77,229
426,0,229,92,6,214,101
426,0,229,92,7,213,91
426,2,213,250,4,203,293
426,4,203,293,2,213,250
426,6,214,101,0,229,92
426,6,214,101,7,213,91
426,7,213,91,0,229,92
426,7,213,91,6,214,101
426,8,79,224,9,84,254
426,9,84,254,8,79,224
427,0,231,86,6,209,110
427,0,231,86,7,216,87
427,1,338,321,3,290,331
427,2,207,256,4,208,290
427,3,290,331,1,338,321
427,4,208,290,2,207,256
427,6,209,110,0,231,86
427,6,209,110,7,216,87
427,7,216,87,0,231,86
427,7,216,87,6,209,110
427,8,81,218,9,92,255
427,9,92,255,8,81,218
428,0,234,81,6,205,118
428,0,234,81,7,220,82
428,1,338,321,3,294,338
428,2,201,261,4,214,286
428,3,294,338,1,338,321
428,4,214,286,2,201,261
428,6,205,118,0,234,81
428,6,205,118,7,220,82
428,7,220,82,0,234,81
428,7,220,82,6,205,118
428,8,83,213,9,99,257
428,9,99,257,8,83,213
429,0,236,75,7,223,78
429,1,337,312,3,297,344
429,2,195,267,4,220,282
429,3,297,344,1,337,312
429,4,220,282,2,195,267
429,6,200,126,7,223,78
429,7,223,78,0,236,75
429,7,223,78,6,200,126
430,0,238,69,7,226,74
430,1,336,303,3,301,351
430,2,190,273,4,226,278
430,3,301,351,1,336,303
430,4,226,278,2,190,273
430,7,226,74,0,238,69
431,0,239,67,7,230,70
431,2,184,278,4,232,274
431,4,232,274,2,184,278
431,7,230,70,0,239,67
432,0,239,67,7,233,66
432,7,233,66,0,239,67
433,0,239,67,7,236,62
433,2,172,290,9,135,264
433,7,236,62,0,239,67
433,9,135,264,2,172,290
434,0,239,67,7,239,58
434,2,166,295,9,142,266
434,7,239,58,0,239,67
434,9,142,266,2,166,295
435,0,239,67,7,243,54
435,2,161,301,9,149,267
435,7,243,54,0,239,67
435,9,149,267,2,161,301
436,0,239,67,7,246,50
436,2,155,306,9,156,269
436,7,246,50,0,239,67
436,9,156,269,2,155,306
437,0,241,76,7,249,46
437,2,149,312,9,164,271
437,7,249,46,0,241,76
437,9,164,271,2,149,312
438,0,243,85,7,252,42
438,2,143,318,9,171,272
438,7,252,42,0,243,85
438,9,171,272,2,143,318
439,1,327,221,4,279,244
439,2,137,323,9,178,274
439,4,279,244,1,327,221
439,6,152,210,8,110,191
439,8,110,191,6,152,210
439,9,178,274,2,137,323
440,1,326,212,4,284,240
440,4,284,240,1,326,212
440,6,147,219,8,119,192
440,8,119,192,6,147,219
441,1,325,203,4,290,236
441,2,126,335,5,134,380
441,4,290,236,1,325,203
441,5,134,380,2,126,335
441,6,142,227,8,128,193
441,8,128,193,6,142,227
442,1,324,194,4,296,232
442,2,120,340,5,134,380
442,4,296,232,1,324,194
442,5,134,380,2,120,340
442,6,138,236,8,137,194
442,8,137,194,6,138,236
443,1,323,184,4,302,228
443,2,114,346,5,134,380
443,4,302,228,1,323,184
443,5,134,380,2,114,346
443,6,133,244,8,146,195
443,8,146,195,6,133,244
444,1,322,175,4,308,224
444,2,108,352,5,134,380
444,4,308,224,1,322,175
444,5,134,380,2,108,352
445,2,103,357,5,134,380
445,5,134,380,2,103,357
446,2,97,363,5,134,380
446,5,134,380,2,97,363
447,2,91,368,5,134,380
447,5,134,380,2,91,368
448,2,85,374,5,134,380
448,5,134,380,2,85,374
456,2,68,391,6,71,353
456,6,71,353,2,68,391
457,0,282,256,9,308,301
457,2,72,388,6,66,362
457,6,66,362,2,72,388
457,9,308,301,0,282,256
458,0,284,265,9,315,303
458,2,76,384,6,61,370
458,6,61,370,2,76,384
458,9,315,303,0,284,265
459,0,287,274,9,322,304
459,2,81,381,6,56,378
459,6,56,378,2,81,381
459,9,322,304,0,287,274
460,0,289,283,9,329,306
460,2,85,377,6,51,387
460,6,51,387,2,85,377
460,9,329,306,0,289,283
461,0,291,292,9,337,308
461,2,89,374,6,47,395
461,6,47,395,2,89,374
461,9,337,308,0,291,292
463,0,295,310,3,248,358
463,3,248,358,0,295,310
465,3,235,346,5,195,311
465,5,195,311,3,235,346
466,3,228,340,5,198,307
466,5,198,307,3,228,340
467,3,222,334,5,202,303
467,5,202,303,3,222,334
468,3,215,328,5,205,299
468,5,205,299,3,215,328
469,3,208,322,5,209,295
469,4,408,153,7,370,127
469,5,209,295,3,208,322
469,7,370,127,4,408,153
470,3,202,316,5,213,291
470,4,400,156,7,376,135
470,5,213,291,3,202,316
470,7,376,135,4,400,156
471,3,195,310,5,216,287
471,4,392,159,7,381,143
471,5,216,287,3,195,310
471,7,381,143,4,392,159
472,3,188,304,5,220,283
472,4,384,161,7,386,150
472,5,220,283,3,188,304
472,7,386,150,4,384,161
473,2,139,331,3,182,298
473,3,182,298,2,139,331
473,3,182,298,5,223,279
473,4,377,164,7,392,158
473,5,223,279,3,182,298
473,7,392,158,4,377,164
474,2,144,327,3,175,292
474,3,175,292,2,144,327
474,4,369,167,7,397,166
474,7,397,166,4,369,167
475,2,148,324,3,169,286
475,3,169,286,2,148,324
475,4,361,170,7,403,173
475,7,403,173,4,361,170
476,2,152,320,3,162,280
476,3,162,280,2,152,320
477,2,156,317,3,155,274
477,3,155,274,2,156,317
478,2,160,313,3,149,268
478,3,149,268,2,160,313
479,2,165,310,3,142,262
479,3,142,262,2,165,310
480,2,169,306,3,140,260
480,3,140,260,2,169,306
481,2,173,302,3,140,260
481,3,140,260,2,173,302
482,2,177,299,3,140,260
482,3,140,260,2,177,299
483,2,182,295,3,140,260
483,3,140,260,2,182,295
483,4,298,194,5,259,238
483,5,259,238,4,298,194
484,2,186,292,3,140,260
484,3,140,260,2,186,292
484,4,291,197,5,263,234
484,5,263,234,4,291,197
485,2,190,288,3,142,252
485,3,142,252,2,190,288
485,4,283,200,5,267,230
485,5,267,230,4,283,200
486,4,275,203,5,270,226
486,5,270,226,4,275,203
487,4,267,206,5,274,222
487,5,274,222,4,267,206
488,4,266,207,5,277,218
488,5,277,218,4,266,207
489,4,266,207,5,281,213
489,5,281,213,4,266,207
490,4,266,207,5,285,209
490,5,285,209,4,266,207
490,5,285,209,7,330,230
490,7,330,230,5,285,209
491,4,266,207,5,288,205
491,5,288,205,4,266,207
491,5,288,205,7,321,232
491,7,321,232,5,288,205
492,4,266,207,5,292,201
492,4,266,207,7,312,235
492,5,292,201,4,266,207
492,5,292,201,7,312,235
492,7,312,235,4,266,207
492,7,312,235,5,292,201
493,2,224,260,4,271,213
493,4,271,213,2,224,260
493,4,271,213,5,293,200
493,4,271,213,7,303,238
493,5,293,200,4,271,213
493,5,293,200,7,303,238
493,7,303,238,4,271,213
493,7,303,238,5,293,200
494,2,228,256,4,277,220
494,4,277,220,2,228,256
494,4,277,220,5,293,200
494,4,277,220,7,294,241
494,5,293,200,4,277,220
494,5,293,200,7,294,241
494,7,294,241,4,277,220
494,7,294,241,5,293,200
495,4,282,227,5,293,200
495,4,282,227,7,285,244
495,5,293,200,4,282,227
495,5,293,200,7,285,244
495,7,285,244,4,282,227
495,7,285,244,5,293,200
496,2,236,249,7,276,247
496,4,288,233,5,293,200
496,4,288,233,7,276,247
496,5,293,200,4,288,233
496,5,293,200,7,276,247
496,7,276,247,2,236,249
496,7,276,247,4,288,233
496,7,276,247,5,293,200
497,2,240,245,7,267,250
497,4,293,240,5,293,200
497,4,293,240,7,267,250
497,5,293,200,4,293,240
497,7,267,250,2,240,245
497,7,267,250,4,293,240
498,2,245,242,5,293,200
498,2,245,242,7,257,253
498,4,298,247,5,293,200
498,4,298,247,7,257,253
498,5,293,200,2,245,242
498,5,293,200,4,298,247
498,7,257,253,2,245,242
498,7,257,253,4,298,247
499,2,249,238,5,293,200
499,2,249,238,7,248,256
499,5,293,200,2,249,238
499,7,248,256,2,249,238
500,2,253,235,5,293,200
500,2,253,235,7,239,259
500,5,293,200,2,253,235
500,7,239,259,2,253,235
501,2,257,231,5,293,200
501,2,257,231,7,230,262
501,5,293,200,2,257,231
501,7,230,262,2,257,231
502,2,261,228,5,293,200
502,2,261,228,7,227,262
502,5,293,200,2,261,228
502,7,227,262,2,261,228
503,2,266,224,5,292,195
503,2,266,224,7,227,262
503,5,292,195,2,266,224
503,7,227,262,2,266,224
504,2,270,220,5,291,190
504,2,270,220,7,227,262
504,5,291,190,2,270,220
504,7,227,262,2,270,220
505,2,274,217,5,290,185
505,2,274,217,7,227,262
505,5,290,185,2,274,217
505,7,227,262,2,274,217
506,2,278,213,5,289,180
506,2,278,213,7,234,257
506,5,289,180,2,278,213
506,7,234,257,2,278,213
507,0,396,263,4,348,307
507,2,282,210,5,288,175
507,2,282,210,7,241,252
507,4,348,307,0,396,263
507,5,288,175,2,282,210
507,7,241,252,2,282,210
508,2,287,206,5,287,170
508,2,287,206,7,248,247
508,3,200,201,7,248,247
508,5,287,170,2,287,206
508,7,248,247,2,287,206
508,7,248,247,3,200,201
509,0,402,246,1,362,199
509,1,362,199,0,402,246
509,2,291,203,5,286,164
509,2,291,203,7,255,242
509,5,286,164,2,291,203
509,7,255,242,2,291,203
510,0,406,238,1,360,193
510,1,360,193,0,406,238
510,2,295,199,5,285,159
510,2,295,199,7,261,237
510,5,285,159,2,295,199
510,7,261,237,2,295,199
511,2,299,195,5,284,154
511,2,299,195,7,268,231
511,5,284,154,2,299,195
511,5,284,154,8,238,106
511,7,268,231,2,299,195
511,8,238,106,5,284,154
512,2,304,192,5,283,149
512,2,304,192,7,275,226
512,5,283,149,2,304,192
512,5,283,149,8,238,106
512,7,275,226,2,304,192
512,8,238,106,5,283,149
513,1,354,178,2,308,188
513,2,308,188,1,354,178
513,2,308,188,5,282,144
513,2,308,188,7,282,221
513,5,282,144,2,308,188
513,5,282,144,8,238,106
513,7,282,221,2,308,188
513,8,238,106,5,282,144
514,1,352,173,2,312,185
514,2,312,185,1,352,173
514,2,312,185,5,281,139
514,2,312,185,7,288,216
514,5,281,139,2,312,185
514,5,281,139,8,233,110
514,7,288,216,2,312,185
514,8,233,110,5,281,139
515,1,350,168,2,316,181
515,2,316,181,1,350,168
515,2,316,181,5,280,134
515,2,316,181,7,295,211
515,5,280,134,2,316,181
515,7,295,211,2,316,181
516,1,349,163,2,320,178
516,1,349,163,7,302,206
516,2,320,178,1,349,163
516,2,320,178,7,302,206
516,7,302,206,1,349,163
516,7,302,206,2,320,178
517,1,347,158,2,325,174
517,1,347,158,7,309,200
517,2,325,174,1,347,158
517,2,325,174,7,309,200
517,7,309,200,1,347,158
517,7,309,200,2,325,174
518,1,345,153,2,329,171
518,1,345,153,7,315,196
518,2,329,171,1,345,153
518,2,329,171,7,315,196
518,7,315,196,1,345,153
518,7,315,196,2,329,171
519,1,343,147,2,333,167
519,1,343,147,7,315,196
519,2,333,167,1,343,147
519,2,333,167,7,315,196
519,7,315,196,1,343,147
519,7,315,196,2,333,167
520,1,341,142,2,337,163
520,2,337,163,1,341,142
520,2,337,163,7,315,196
520,7,315,196,2,337,163
521,1,339,137,2,341,160
521,2,341,160,1,339,137
521,2,341,160,7,315,196
521,7,315,196,2,341,160
522,1,337,132,2,346,156
522,2,346,156,1,337,132
522,2,346,156,7,315,196
522,3,266,230,7,315,196
522,7,315,196,2,346,156
522,7,315,196,3,266,230
523,1,335,127,2,350,153
523,2,350,153,1,335,127
523,2,350,153,7,315,196
523,3,271,232,7,315,196
523,7,315,196,2,350,153
523,7,315,196,3,271,232
524,1,334,122,2,354,149
524,2,354,149,1,334,122
524,2,354,149,7,315,196
524,3,275,234,7,315,196
524,7,315,196,2,354,149
524,7,315,196,3,275,234
525,1,332,117,2,358,146
525,2,358,146,1,332,117
525,3,280,236,7,315,196
525,7,315,196,3,280,236
526,1,330,112,2,362,142
526,2,362,142,1,330,112
526,3,285,238,7,315,196
526,7,315,196,3,285,238
527,1,328,106,2,367,138
527,2,367,138,1,328,106
527,3,289,241,7,315,196
527,7,315,196,3,289,241
528,1,326,101,2,371,135
528,2,371,135,1,326,101
533,3,318,253,4,300,299
533,4,300,299,3,318,253
534,3,322,255,4,295,296
534,4,295,296,3,322,255
535,1,312,108,7,332,154
535,3,327,257,4,290,293
535,4,290,293,3,327,257
535,7,332,154,1,312,108
536,1,307,112,7,334,149
536,3,332,260,4,284,290
536,4,284,290,3,332,260
536,7,334,149,1,307,112
537,1,303,117,7,336,143
537,2,381,121,7,336,143
537,7,336,143,1,303,117
537,7,336,143,2,381,121
538,1,299,121,7,338,138
538,2,374,125,7,338,138
538,7,338,138,1,299,121
538,7,338,138,2,374,125
539,1,295,125,7,340,133
539,2,366,129,7,340,133
539,7,340,133,1,295,125
539,7,340,133,2,366,129
540,2,358,133,7,342,128
540,7,342,128,2,358,133
541,2,351,137,7,344,122
541,2,351,137,9,380,185
541,7,344,122,2,351,137
541,9,380,185,2,351,137
542,2,343,141,7,346,117
542,2,343,141,9,377,179
542,7,346,117,2,343,141
542,9,377,179,2,343,141
543,2,336,145,7,348,112
543,2,336,145,9,375,174
543,7,348,112,2,336,145
543,9,375,174,2,336,145
544,2,328,149,7,350,107
544,2,328,149,9,373,168
544,7,350,107,2,328,149
544,9,373,168,2,328,149
545,2,321,153,9,370,163
545,9,370,163,2,321,153
546,1,266,154,2,313,157
546,2,313,157,1,266,154
547,1,261,158,2,306,161
547,2,306,161,1,261,158
547,7,351,103,9,365,152
547,9,365,152,7,351,103
548,1,257,162,2,298,164
548,2,298,164,1,257,162
548,7,347,108,9,363,147
548,9,363,147,7,347,108
549,1,253,166,2,291,168
549,2,291,168,1,253,166
549,7,344,114,9,361,141
549,9,361,141,7,344,114
550,1,249,171,2,283,172
550,2,283,172,1,249,171
550,7,340,119,9,358,136
550,9,358,136,7,340,119
551,1,245,175,2,276,176
551,2,276,176,1,245,175
551,7,336,124,9,356,131
551,9,356,131,7,336,124
552,1,241,179,2,268,180
552,2,268,180,1,241,179
552,7,332,129,9,353,125
552,9,353,125,7,332,129
553,1,236,183,2,261,184
553,2,261,184,1,236,183
553,7,328,135,9,351,120
553,9,351,120,7,328,135
554,1,232,187,2,253,188
554,2,253,188,1,232,187
554,7,324,140,9,348,114
554,9,348,114,7,324,140
555,1,228,191,2,245,192
555,1,228,191,4,183,234
555,2,245,192,1,228,191
555,4,183,234,1,228,191
555,7,320,145,9,346,109
555,9,346,109,7,320,145
556,1,224,195,2,238,196
556,1,224,195,4,178,231
556,2,238,196,1,224,195
556,4,178,231,1,224,195
556,7,316,150,9,344,104
556,9,344,104,7,316,150
557,1,220,200,2,230,200
557,1,220,200,4,172,228
557,2,230,200,1,220,200
557,4,172,228,1,220,200
558,1,216,204,2,223,204
558,1,216,204,4,167,225
558,2,223,204,1,216,204
558,4,167,225,1,216,204
558,5,294,63,9,339,93
558,9,339,93,5,294,63
559,1,211,208,2,215,208
559,1,211,208,4,162,222
559,2,215,208,1,211,208
559,4,162,222,1,211,208
559,5,298,69,9,336,87
559,9,336,87,5,298,69
560,1,207,212,2,208,212
560,2,208,212,1,207,212
560,5,302,74,9,334,82
560,9,334,82,5,302,74
561,1,203,216,2,200,215
561,2,200,215,1,203,216
561,2,200,215,4,151,216
561,4,151,216,2,200,215
561,5,306,80,9,331,76
561,9,331,76,5,306,80
562,1,199,220,2,193,219
562,2,193,219,1,199,220
562,2,193,219,4,146,213
562,4,146,213,2,193,219
562,5,310,86,9,329,71
562,9,329,71,5,310,86
563,1,195,224,2,185,223
563,2,185,223,1,195,224
563,2,185,223,4,140,211
563,4,140,211,2,185,223
563,5,313,91,9,327,66
563,9,327,66,5,313,91
564,1,191,229,2,178,227
564,2,178,227,1,191,229
564,2,178,227,4,139,210
564,4,139,210,2,178,227
564,5,317,97,9,324,60
564,9,324,60,5,317,97
565,1,186,233,2,170,231
565,1,186,233,4,139,210
565,2,170,231,1,186,233
565,2,170,231,4,139,210
565,4,139,210,1,186,233
565,4,139,210,2,170,231
565,5,321,103,9,322,55
565,9,322,55,5,321,103
566,1,182,237,2,163,235
566,1,182,237,4,139,210
566,2,163,235,1,182,237
566,2,163,235,4,139,210
566,4,139,210,1,182,237
566,4,139,210,2,163,235
567,1,178,241,2,155,239
567,1,178,241,4,139,210
567,2,155,239,1,178,241
567,2,155,239,4,139,210
567,4,139,210,1,178,241
567,4,139,210,2,155,239
568,1,174,245,2,148,243
568,1,174,245,4,139,210
568,2,148,243,1,174,245
568,2,148,243,4,139,210
568,4,139,210,1,174,245
568,4,139,210,2,148,243
569,1,170,249,2,140,247
569,1,170,249,4,139,210
569,2,140,247,1,170,249
569,2,140,247,4,139,210
569,4,139,210,1,170,249
569,4,139,210,2,140,247
570,1,165,253,2,132,251
570,1,165,253,4,139,210
570,2,132,251,1,165,253
570,2,132,251,4,139,210
570,4,139,210,1,165,253
570,4,139,210,2,132,251
571,1,161,258,2,125,255
571,1,161,258,4,142,215
571,2,125,255,1,161,258
571,2,125,255,4,142,215
571,4,142,215,1,161,258
571,4,142,215,2,125,255
572,1,157,262,2,117,259
572,1,157,262,4,144,220
572,2,117,259,1,157,262
572,2,117,259,4,144,220
572,4,144,220,1,157,262
572,4,144,220,2,117,259
573,1,153,266,2,110,263
573,1,153,266,4,147,225
573,2,110,263,1,153,266
573,2,110,263,4,147,225
573,4,147,225,1,153,266
573,4,147,225,2,110,263
574,1,149,270,2,102,266
574,1,149,270,4,149,230
574,2,102,266,1,149,270
574,2,102,266,4,149,230
574,4,149,230,1,149,270
574,4,149,230,2,102,266
575,1,145,274,4,152,235
575,4,152,235,1,145,274
576,1,140,278,2,91,272
576,1,140,278,4,154,240
576,2,91,272,1,140,278
576,4,154,240,1,140,278
577,1,136,282,2,91,272
577,1,136,282,4,157,245
577,2,91,272,1,136,282
577,4,157,245,1,136,282
578,1,132,287,2,91,272
578,1,132,287,4,159,249
578,2,91,272,1,132,287
578,4,159,249,1,132,287
579,1,128,291,2,91,272
579,1,128,291,4,162,254
579,2,91,272,1,128,291
579,4,162,254,1,128,291
580,1,124,295,2,91,272
580,1,124,295,4,164,259
580,2,91,272,1,124,295
580,3,396,343,6,437,384
580,4,164,259,1,124,295
580,6,437,384,3,396,343
581,1,120,299,2,91,272
581,1,120,299,4,167,264
581,2,91,272,1,120,299
581,3,390,346,6,438,377
581,4,167,264,1,120,299
581,6,438,377,3,390,346
582,1,115,303,2,97,272
582,2,97,272,1,115,303
582,4,169,269,7,213,287
582,7,213,287,4,169,269
583,1,111,307,2,103,271
583,2,103,271,1,111,307
583,4,172,274,7,209,293
583,7,209,293,4,172,274
584,1,107,311,2,109,270
584,2,109,270,1,107,311
584,4,174,279,7,205,298
584,7,205,298,4,174,279
585,1,103,316,2,115,269
585,2,115,269,1,103,316
585,4,177,284,7,201,303
585,7,201,303,4,177,284
586,4,179,289,7,197,308
586,7,197,308,4,179,289
587,4,182,294,7,193,314
587,7,193,314,4,182,294
588,4,184,299,7,189,319
588,7,189,319,4,184,299
589,2,139,265,4,187,304
589,4,187,304,2,139,265
589,4,187,304,7,185,324
589,7,185,324,4,187,304
590,2,145,264,4,189,309
590,4,189,309,2,145,264
590,4,189,309,7,181,329
590,7,181,329,4,189,309
591,4,192,314,7,177,335
591,7,177,335,4,192,314
592,4,194,319,7,177,335
592,5,422,255,6,445,297
592,6,445,297,5,422,255
592,7,177,335,4,194,319
593,4,197,324,7,177,335
593,5,426,261,6,445,289
593,6,445,289,5,426,261
593,7,177,335,4,197,324
594,4,199,329,7,177,335
594,5,430,266,6,446,282
594,6,446,282,5,430,266
594,7,177,335,4,199,329
595,0,283,333,3,298,381
595,3,298,381,0,283,333
595,4,202,333,7,177,335
595,5,433,272,6,447,275
595,6,447,275,5,433,272
595,7,177,335,4,202,333
596,0,279,337,3,291,384
596,3,291,384,0,279,337
596,4,204,338,7,181,334
596,5,437,277,6,447,268
596,6,447,268,5,437,277
596,7,181,334,4,204,338
597,0,275,341,3,285,386
597,3,285,386,0,275,341
597,4,207,343,7,186,332
597,5,441,283,6,448,260
597,6,448,260,5,441,283
597,7,186,332,4,207,343
598,0,271,346,3,278,389
598,3,278,389,0,271,346
598,4,209,348,7,191,330
598,5,445,289,6,449,253
598,6,449,253,5,445,289
598,7,191,330,4,209,348
599,0,267,350,3,272,391
599,3,272,391,0,267,350
599,4,212,353,7,196,329
599,5,449,294,6,449,246
599,6,449,246,5,449,294
599,7,196,329,4,212,353
600,0,262,354,3,265,394
600,0,262,354,4,215,358
600,3,265,394,0,262,354
600,4,215,358,0,262,354
600,4,215,358,7,201,327
600,7,201,327,4,215,358
601,0,258,359,3,259,396
601,0,258,359,4,217,363
601,3,259,396,0,258,359
601,3,259,396,4,217,363
601,4,217,363,0,258,359
601,4,217,363,3,259,396
601,4,217,363,7,206,325
601,7,206,325,4,217,363
602,0,254,363,3,252,399
602,0,254,363,4,220,368
602,0,254,363,7,211,323
602,3,252,399,0,254,363
602,3,252,399,4,220,368
602,4,220,368,0,254,363
602,4,220,368,3,252,399
602,4,220,368,7,211,323
602,7,211,323,0,254,363
602,7,211,323,4,220,368
603,0,253,365,3,246,401
603,0,253,365,4,222,373
603,0,253,365,7,216,322
603,3,246,401,0,253,365
603,3,246,401,4,222,373
603,4,222,373,0,253,365
603,4,222,373,3,246,401
603,7,216,322,0,253,365
604,0,253,365,3,239,404
604,0,253,365,4,225,378
604,0,253,365,7,221,320
604,3,239,404,0,253,365
604,3,239,404,4,225,378
604,4,225,378,0,253,365
604,4,225,378,3,239,404
604,7,221,320,0,253,365
605,0,253,365,3,232,406
605,0,253,365,4,227,383
605,0,253,365,7,226,318
605,3,232,406,0,253,365
605,3,232,406,4,227,383
605,4,227,383,0,253,365
605,4,227,383,3,232,406
605,7,226,318,0,253,365
606,0,253,365,3,226,409
606,0,253,365,4,230,388
606,0,253,365,7,231,317
606,3,226,409,0,253,365
606,3,226,409,4,230,388
606,4,230,388,0,253,365
606,4,230,388,3,226,409
606,7,231,317,0,253,365
607,0,253,365,3,219,411
607,0,253,365,4,232,393
607,3,219,411,0,253,365
607,3,219,411,4,232,393
607,4,232,393,0,253,365
607,4,232,393,3,219,411
608,0,253,365,3,213,414
608,0,253,365,4,235,398
608,3,213,414,0,253,365
608,3,213,414,4,235,398
608,4,235,398,0,253,365
608,4,235,398,3,213,414
609,0,253,365,4,237,403
609,3,206,416,4,237,403
609,4,237,403,0,253,365
609,4,237,403,3,206,416
610,0,258,365,4,240,408
610,3,200,419,4,240,408
610,4,240,408,0,258,365
610,4,240,408,3,200,419
611,0,263,365,4,242,413
611,3,193,422,4,242,413
611,4,242,413,0,263,365
611,4,242,413,3,193,422
615,2,234,255,7,275,301
615,2,234,255,9,200,209
615,7,275,301,2,234,255
615,9,200,209,2,234,255
616,2,227,257,9,204,215
616,9,204,215,2,227,257
617,2,221,259,9,207,220
617,9,207,220,2,221,259
618,2,215,261,9,211,226
618,9,211,226,2,215,261
619,2,209,263,9,214,232
619,9,214,232,2,209,263
620,2,203,265,9,218,237
620,9,218,237,2,203,265
621,2,196,267,9,221,243
621,9,221,243,2,196,267
622,2,190,269,9,224,249
622,9,224,249,2,190,269
623,2,184,271,9,228,255
623,9,228,255,2,184,271
641,4,321,399,9,290,357
641,7,334,345,9,290,357
641,9,290,357,4,321,399
641,9,290,357,7,334,345
642,4,324,392,7,332,351
642,4,324,392,9,293,363
642,7,332,351,4,324,392
642,7,332,351,9,293,363
642,9,293,363,4,324,392
642,9,293,363,7,332,351
643,0,394,371,6,428,322
643,4,328,385,7,332,351
643,4,328,385,9,297,369
643,6,428,322,0,394,371
643,7,332,351,4,328,385
643,7,332,351,9,297,369
643,9,297,369,4,328,385
643,9,297,369,7,332,351
644,0,394,371,6,427,329
644,4,331,378,7,332,351
644,4,331,378,9,300,375
644,6,427,329,0,394,371
644,7,332,351,4,331,378
644,7,332,351,9,300,375
644,9,300,375,4,331,378
644,9,300,375,7,332,351
645,0,386,372,6,426,336
645,4,334,371,7,332,351
