Iter,refId,refPX,refPY,cmpId,cmpPX,cmpPY
216,6,247,303,7,278,282
216,7,278,282,2,249,242
216,7,278,282,6,247,303
216,8,95,96,9,130,70
216,9,130,70,3,176,21
216,9,130,70,8,95,96
217,2,254,248,4,301,201
217,2,254,248,7,272,285
217,3,167,18,9,128,65
217,4,301,201,2,254,248
217,6,244,310,7,272,285
217,7,272,285,2,254,248
217,7,272,285,6,244,310
217,8,96,102,9,128,65
217,9,128,65,3,167,18
217,9,128,65,8,96,102
218,2,259,254,7,266,289
218,3,158,14,9,125,61
218,6,241,316,7,266,289
218,7,266,289,2,259,254
218,7,266,289,6,241,316
218,8,98,109,9,125,61
218,9,125,61,3,158,14
218,9,125,61,8,98,109
219,2,264,260,7,260,293
219,3,151,11,9,122,57
219,6,237,322,7,260,293
219,7,260,293,2,264,260
219,7,260,293,6,237,322
219,9,122,57,3,151,11
220,2,269,266,7,254,296
220,3,151,11,9,120,52
220,6,234,329,7,254,296
220,7,254,296,2,269,266
220,7,254,296,6,234,329
220,9,120,52,3,151,11
221,2,274,273,7,247,300
221,3,151,11,9,117,48
221,6,231,335,7,247,300
221,7,247,300,2,274,273
221,7,247,300,6,231,335
221,9,117,48,3,151,11
222,0,216,387,6,228,341
222,2,279,279,7,241,303
222,3,151,11,9,115,43
222,6,228,341,0,216,387
222,6,228,341,7,241,303
222,7,241,303,2,279,279
222,7,241,303,6,228,341
222,9,115,43,3,151,11
223,0,210,390,6,225,347
223,3,151,11,9,112,39
223,6,225,347,0,210,390
223,6,225,347,7,235,307
223,7,235,307,6,225,347
223,9,112,39,3,151,11
224,0,205,393,6,222,354
224,3,151,11,9,110,35
224,6,222,354,0,205,393
224,6,222,354,7,229,310
224,7,229,310,6,222,354
224,9,110,35,3,151,11
225,0,199,395,6,218,360
225,1,420,254,4,373,224
225,3,151,11,9,107,30
225,4,373,224,1,420,254
225,6,218,360,0,199,395
225,6,218,360,7,223,314
225,7,223,314,6,218,360
225,9,107,30,3,151,11
226,0,194,398,6,215,366
226,1,420,246,4,382,227
226,3,153,17,9,104,26
226,4,382,227,1,420,246
226,6,215,366,0,194,398
226,6,215,366,7,217,318
226,7,217,318,6,215,366
226,9,104,26,3,153,17
227,0,188,400,6,212,372
227,1,419,238,4,391,230
227,4,391,230,1,419,238
227,6,212,372,0,188,400
228,0,182,403,6,209,379
228,1,419,230,4,400,233
228,4,400,233,1,419,230
228,6,209,379,0,182,403
229,0,177,405,6,206,385
229,1,418,222,4,409,236
229,4,409,236,1,418,222
229,6,206,385,0,177,405
230,0,171,408,6,202,391
230,1,418,214,4,418,239
230,4,418,239,1,418,214
230,6,202,391,0,171,408
231,0,165,410,6,199,397
231,1,418,206,4,427,242
231,4,427,242,1,418,206
231,6,199,397,0,165,410
232,0,160,413,6,197,401
232,1,418,205,4,435,244
232,4,435,244,1,418,205
232,6,197,401,0,160,413
233,0,154,415,6,197,401
233,1,418,205,4,435,244
233,4,435,244,1,418,205
233,6,197,401,0,154,415
234,0,149,418,6,197,401
234,1,418,205,4,435,244
234,4,435,244,1,418,205
234,6,197,401,0,149,418
235,1,418,205,4,435,244
235,4,435,244,1,418,205
236,1,413,208,4,435,244
236,4,435,244,1,413,208
236,6,197,401,7,157,353
236,7,157,353,6,197,401
237,1,408,211,4,430,248
237,4,430,248,1,408,211
237,6,197,401,7,151,357
237,7,151,357,6,197,401
238,1,404,214,4,426,252
238,3,171,90,5,144,139
238,4,426,252,1,404,214
238,5,144,139,3,171,90
238,6,191,395,7,145,361
238,7,145,361,6,191,395
239,1,399,218,4,421,256
239,3,173,97,5,150,142
239,4,421,256,1,399,218
239,5,150,142,3,173,97
239,6,186,389,7,139,364
239,7,139,364,6,186,389
240,1,395,221,4,416,260
240,3,174,103,5,156,145
240,4,416,260,1,395,221
240,5,156,145,3,174,103
240,6,180,383,7,133,368
240,7,133,368,6,180,383
241,1,390,224,4,412,264
241,3,176,109,5,161,149
241,4,412,264,1,390,224
241,5,161,149,3,176,109
241,6,174,376,7,127,371
241,7,127,371,6,174,376
242,1,386,227,4,407,268
242,3,177,115,5,167,152
242,4,407,268,1,386,227
242,5,167,152,3,177,115
242,6,168,370,7,121,375
242,7,121,375,6,168,370
243,1,381,230,4,402,272
243,3,179,121,5,173,156
243,4,402,272,1,381,230
243,5,173,156,3,179,121
243,6,163,364,7,115,379
243,7,115,379,6,163,364
244,1,376,234,4,398,276
244,3,181,127,5,178,159
244,4,398,276,1,376,234
244,5,178,159,3,181,127
244,6,157,358,7,109,382
244,7,109,382,6,157,358
245,1,372,237,4,393,280
245,3,182,133,5,184,163
245,4,393,280,1,372,237
245,5,184,163,3,182,133
245,6,151,352,7,103,386
245,7,103,386,6,151,352
246,1,367,240,4,388,284
246,3,184,139,5,190,166
246,4,388,284,1,367,240
246,5,190,166,3,184,139
246,6,146,345,7,97,389
246,7,97,389,6,146,345
247,1,363,243,4,384,288
247,3,185,146,5,195,170
247,4,384,288,1,363,243
247,5,195,170,3,185,146
248,1,358,247,4,379,292
248,3,187,152,5,201,173
248,4,379,292,1,358,247
248,5,201,173,3,187,152
249,1,354,250,4,375,296
249,3,188,158,5,207,177
249,4,375,296,1,354,250
249,5,207,177,3,188,158
250,1,349,253,4,370,300
250,3,190,164,5,212,180
250,4,370,300,1,349,253
250,5,212,180,3,190,164
250,6,123,320,8,163,273
250,8,163,273,6,123,320
251,1,344,256,4,365,303
251,3,191,170,5,218,184
251,4,365,303,1,344,256
251,5,218,184,3,191,170
252,1,340,259,4,361,307
252,3,193,176,5,224,187
252,4,361,307,1,340,259
252,5,224,187,3,193,176
253,1,335,263,4,356,311
253,2,313,354,4,356,311
253,3,194,182,5,229,191
253,4,356,311,1,335,263
253,4,356,311,2,313,354
253,5,229,191,3,194,182
254,0,70,452,7,70,405
254,1,331,266,4,351,315
254,2,305,349,4,351,315
254,3,196,188,5,235,194
254,4,351,315,1,331,266
254,4,351,315,2,305,349
254,5,235,194,3,196,188
254,7,70,405,0,70,452
255,0,74,449,7,70,405
255,3,198,194,5,241,198
255,5,241,198,3,198,194
255,7,70,405,0,74,449
256,0,79,446,7,70,405
256,3,199,201,5,247,201
256,5,247,201,3,199,201
256,7,70,405,0,79,446
257,0,83,442,7,70,405
257,7,70,405,0,83,442
258,0,87,439,7,70,405
258,7,70,405,0,87,439
259,0,92,436,7,70,405
259,1,308,282,2,264,325
259,2,264,325,1,308,282
259,7,70,405,0,92,436
260,0,96,432,7,70,405
260,1,303,285,2,256,320
260,2,256,320,1,303,285
260,2,256,320,8,212,301
260,7,70,405,0,96,432
260,8,212,301,2,256,320
261,0,100,429,7,78,402
261,2,248,315,8,215,302
261,7,78,402,0,100,429
261,8,215,302,2,248,315
262,0,105,426,7,87,399
262,2,239,311,8,215,302
262,7,87,399,0,105,426
262,8,215,302,2,239,311
263,0,109,422,7,95,397
263,2,231,306,8,211,297
263,7,95,397,0,109,422
263,8,211,297,2,231,306
264,0,113,419,7,103,394
264,2,223,301,8,207,292
264,3,212,249,8,207,292
264,7,103,394,0,113,419
264,8,207,292,2,223,301
264,8,207,292,3,212,249
265,0,117,416,7,112,391
265,2,215,296,3,213,255
265,2,215,296,8,203,287
265,3,213,255,2,215,296
265,3,213,255,8,203,287
265,7,112,391,0,117,416
265,8,203,287,2,215,296
265,8,203,287,3,213,255
266,0,122,412,7,120,388
266,2,207,291,3,221,258
266,2,207,291,8,199,281
266,3,221,258,2,207,291
266,3,221,258,8,199,281
266,7,120,388,0,122,412
266,8,199,281,2,207,291
266,8,199,281,3,221,258
267,0,126,409,7,129,385
267,1,271,307,3,229,262
267,2,199,286,3,229,262
267,2,199,286,8,195,276
267,3,229,262,1,271,307
267,3,229,262,2,199,286
267,3,229,262,8,195,276
267,7,129,385,0,126,409
267,8,195,276,2,199,286
267,8,195,276,3,229,262
268,0,130,406,7,137,382
268,1,267,311,3,238,266
268,2,190,281,3,238,266
268,2,190,281,8,191,271
268,3,238,266,1,267,311
268,3,238,266,2,190,281
268,3,238,266,8,191,271
268,7,137,382,0,130,406
268,8,191,271,2,190,281
268,8,191,271,3,238,266
269,0,135,402,7,146,379
269,1,262,314,3,246,269
269,2,182,277,8,187,266
269,3,246,269,1,262,314
269,7,146,379,0,135,402
269,8,187,266,2,182,277
270,0,139,399,7,154,376
270,1,257,317,3,254,273
270,2,174,272,8,183,260
270,3,254,273,1,257,317
270,7,154,376,0,139,399
270,8,183,260,2,174,272
271,0,143,396,7,163,373
271,1,253,320,3,262,277
271,2,166,267,8,179,255
271,3,262,277,1,253,320
271,7,163,373,0,143,396
271,8,179,255,2,166,267
272,0,148,392,7,171,370
272,1,248,324,3,271,280
272,2,158,262,8,174,250
272,3,271,280,1,248,324
272,7,171,370,0,148,392
272,8,174,250,2,158,262
273,0,152,389,7,179,367
273,1,244,327,3,279,284
273,2,149,257,8,170,244
273,3,279,284,1,244,327
273,7,179,367,0,152,389
273,8,170,244,2,149,257
274,0,156,386,7,188,364
274,1,239,330,3,287,288
274,2,141,252,8,166,239
274,2,141,252,9,96,226
274,3,287,288,1,239,330
274,7,188,364,0,156,386
274,8,166,239,2,141,252
274,9,96,226,2,141,252
275,0,160,382,7,196,361
275,1,235,333,7,196,361
275,2,133,247,8,162,234
275,2,133,247,9,96,233
275,7,196,361,0,160,382
275,7,196,361,1,235,333
275,8,162,234,2,133,247
275,9,96,233,2,133,247
276,0,165,379,7,205,358
276,1,230,336,7,205,358
276,2,125,243,8,158,229
276,2,125,243,9,97,239
276,4,249,402,7,205,358
276,7,205,358,0,165,379
276,7,205,358,1,230,336
276,7,205,358,4,249,402
276,8,158,229,2,125,243
276,9,97,239,2,125,243
277,0,169,376,7,213,355
277,1,225,340,7,213,355
277,2,117,238,8,154,223
277,2,117,238,9,97,246
277,7,213,355,0,169,376
277,7,213,355,1,225,340
277,8,154,223,2,117,238
277,9,97,246,2,117,238
278,0,173,372,1,221,343
278,0,173,372,7,222,352
278,1,221,343,0,173,372
278,1,221,343,7,222,352
278,2,109,233,8,150,218
278,2,109,233,9,97,252
278,7,222,352,0,173,372
278,7,222,352,1,221,343
278,8,150,218,2,109,233
278,9,97,252,2,109,233
279,0,178,369,1,216,346
279,1,216,346,0,178,369
279,1,216,346,7,230,349
279,2,100,228,8,146,213
279,2,100,228,9,97,259
279,3,328,306,5,377,281
279,5,377,281,3,328,306
279,7,230,349,1,216,346
279,8,146,213,2,100,228
279,8,146,213,9,97,259
279,9,97,259,2,100,228
279,9,97,259,8,146,213
280,0,182,365,1,212,349
280,1,212,349,0,182,365
280,1,212,349,7,239,346
280,2,92,223,9,97,265
280,3,337,310,5,383,284
280,5,383,284,3,337,310
280,7,239,346,1,212,349
280,9,97,265,2,92,223
281,0,186,362,1,207,352
281,0,186,362,4,232,405
281,1,207,352,0,186,362
281,1,207,352,7,247,343
281,3,345,313,5,389,288
281,4,232,405,0,186,362
281,5,389,288,3,345,313
281,7,247,343,1,207,352
282,0,191,359,1,203,356
282,0,191,359,4,227,398
282,1,203,356,0,191,359
282,1,203,356,4,227,398
282,3,353,317,5,394,291
282,4,227,398,0,191,359
282,4,227,398,1,203,356
282,5,394,291,3,353,317
283,0,195,355,1,198,359
283,0,195,355,4,222,390
283,1,198,359,0,195,355
283,1,198,359,4,222,390
283,3,361,320,5,400,295
283,4,222,390,0,195,355
283,4,222,390,1,198,359
283,5,400,295,3,361,320
284,0,199,352,1,193,362
284,0,199,352,4,217,383
284,1,193,362,0,199,352
284,1,193,362,4,217,383
284,3,370,324,5,406,298
284,4,217,383,0,199,352
284,4,217,383,1,193,362
284,5,406,298,3,370,324
285,0,204,349,1,189,365
285,0,204,349,4,213,376
285,1,189,365,0,204,349
285,1,189,365,4,213,376
285,3,378,328,5,411,302
285,4,213,376,0,204,349
285,4,213,376,1,189,365
285,5,411,302,3,378,328
286,0,208,345,1,184,368
286,0,208,345,4,208,368
286,1,184,368,0,208,345
286,1,184,368,4,208,368
286,3,386,331,5,417,305
286,4,208,368,0,208,345
286,4,208,368,1,184,368
286,5,417,305,3,386,331
287,0,212,342,1,182,370
287,0,212,342,4,203,361
287,1,182,370,0,212,342
287,1,182,370,4,203,361
287,3,394,335,5,423,309
287,4,203,361,0,212,342
287,4,203,361,1,182,370
287,5,423,309,3,394,335
288,0,216,339,1,182,370
288,0,216,339,4,198,354
288,1,182,370,0,216,339
288,1,182,370,4,198,354
288,3,403,339,5,428,312
288,4,198,354,0,216,339
288,4,198,354,1,182,370
288,5,428,312,3,403,339
289,0,221,335,1,182,370
289,0,221,335,4,193,346
289,1,182,370,0,221,335
289,1,182,370,4,193,346
289,3,411,342,5,434,316
289,4,193,346,0,221,335
289,4,193,346,1,182,370
289,5,434,316,3,411,342
290,0,225,332,1,182,370
290,0,225,332,4,188,339
290,1,182,370,0,225,332
290,1,182,370,4,188,339
290,3,419,346,5,440,319
290,4,188,339,0,225,332
290,4,188,339,1,182,370
290,5,440,319,3,419,346
291,0,229,329,1,182,370
291,0,229,329,4,183,332
291,1,182,370,0,229,329
291,1,182,370,4,183,332
291,3,427,350,5,441,320
291,4,183,332,0,229,329
291,4,183,332,1,182,370
291,5,441,320,3,427,350
292,0,234,325,1,187,364
292,1,187,364,0,234,325
292,1,187,364,4,178,324
292,3,436,353,5,441,320
292,4,178,324,1,187,364
292,5,441,320,3,436,353
293,0,238,322,1,192,358
293,1,192,358,0,238,322
293,1,192,358,4,173,317
293,3,444,357,5,441,320
293,4,173,317,1,192,358
293,5,441,320,3,444,357
293,6,105,399,9,99,350
293,9,99,350,6,105,399
294,0,242,319,1,196,352
294,1,196,352,0,242,319
294,1,196,352,4,168,310
294,3,452,361,5,441,320
294,4,168,310,1,196,352
294,5,441,320,3,452,361
294,6,113,397,9,99,357
294,9,99,357,6,113,397
295,0,247,315,1,201,346
295,1,201,346,0,247,315
295,1,201,346,4,164,302
295,3,460,364,5,441,320
295,4,164,302,1,201,346
295,5,441,320,3,460,364
295,6,121,395,9,99,363
295,9,99,363,6,121,395
296,0,251,312,1,205,340
296,1,205,340,0,251,312
296,1,205,340,4,159,295
296,4,159,295,1,205,340
296,6,129,393,9,100,368
296,9,100,368,6,129,393
297,0,255,309,1,210,334
297,1,210,334,0,255,309
297,6,137,391,9,100,368
297,9,100,368,6,137,391
298,0,260,305,1,214,328
298,1,214,328,0,260,305
298,5,428,294,7,390,293
298,6,144,389,9,100,368
298,7,390,293,5,428,294
298,9,100,368,6,144,389
299,0,264,302,1,219,322
299,1,219,322,0,264,302
299,5,424,285,7,384,287
299,7,384,287,5,424,285
300,0,268,299,1,224,316
300,1,224,316,0,268,299
300,5,420,277,7,379,280
300,7,379,280,5,420,277
301,0,272,295,1,228,310
301,1,228,310,0,272,295
301,2,90,211,4,134,258
301,4,134,258,2,90,211
301,5,415,268,7,373,273
301,7,373,273,5,415,268
302,0,277,292,1,233,304
302,1,233,304,0,277,292
302,2,98,215,4,129,251
302,4,129,251,2,98,215
302,5,411,260,7,367,266
302,7,367,266,5,411,260
303,0,281,289,1,237,298
303,1,237,298,0,281,289
303,2,107,218,4,124,243
303,4,124,243,2,107,218
303,5,407,251,7,361,259
303,7,361,259,5,407,251
304,0,285,285,1,242,292
304,1,242,292,0,285,285
304,2,115,221,4,119,236
304,4,119,236,2,115,221
304,5,402,242,7,356,252
304,7,356,252,5,402,242
305,0,290,282,1,247,286
305,1,247,286,0,290,282
305,2,123,225,4,115,229
305,4,115,229,2,123,225
305,5,398,234,7,350,245
305,7,350,245,5,398,234
306,0,294,279,1,251,280
306,1,251,280,0,294,279
306,2,132,228,4,110,221
306,4,110,221,2,132,228
307,0,298,275,1,256,274
307,0,298,275,7,338,231
307,1,256,274,0,298,275
307,2,140,231,4,105,214
307,4,105,214,2,140,231
307,7,338,231,0,298,275
308,0,303,272,1,260,269
308,0,303,272,7,333,224
308,1,260,269,0,303,272
308,2,148,234,4,100,207
308,4,100,207,2,148,234
308,7,333,224,0,303,272
309,0,307,269,1,260,269
309,1,260,269,0,307,269
316,1,259,308,6,285,356
316,6,285,356,1,259,308
317,1,258,318,6,293,354
317,3,331,359,6,293,354
317,6,293,354,1,258,318
317,6,293,354,3,331,359
318,1,258,328,6,301,352
318,3,324,359,6,301,352
318,6,301,352,1,258,328
318,6,301,352,3,324,359
319,3,317,359,6,309,350
319,6,309,350,3,317,359
320,3,309,358,6,316,349
320,6,316,349,3,309,358
321,1,257,358,3,302,358
321,3,302,358,1,257,358
321,3,302,358,6,324,347
321,6,324,347,3,302,358
322,1,257,368,3,295,358
322,3,295,358,1,257,368
322,3,295,358,6,332,345
322,6,332,345,3,295,358
323,1,256,378,3,288,358
323,1,256,378,9,210,356
323,3,288,358,1,256,378
323,9,210,356,1,256,378
324,1,256,388,3,281,357
324,1,256,388,9,217,355
324,2,220,311,9,217,355
324,3,281,357,1,256,388
324,9,217,355,1,256,388
324,9,217,355,2,220,311
325,1,255,398,3,274,357
325,1,255,398,9,223,355
325,2,225,318,3,274,357
325,2,225,318,9,223,355
325,3,274,357,1,255,398
325,3,274,357,2,225,318
325,9,223,355,1,255,398
325,9,223,355,2,225,318
326,2,230,324,3,266,357
326,2,230,324,9,229,354
326,3,266,357,2,230,324
326,3,266,357,9,229,354
326,9,229,354,2,230,324
326,9,229,354,3,266,357
327,2,235,331,3,259,357
327,2,235,331,9,235,353
327,3,259,357,2,235,331
327,3,259,357,9,235,353
327,9,235,353,2,235,331
327,9,235,353,3,259,357
328,2,241,338,3,252,356
328,2,241,338,9,241,353
328,3,252,356,2,241,338
328,3,252,356,9,241,353
328,9,241,353,2,241,338
328,9,241,353,3,252,356
329,2,246,345,3,245,356
329,2,246,345,9,247,352
329,3,245,356,2,246,345
329,3,245,356,9,247,352
329,9,247,352,2,246,345
329,9,247,352,3,245,356
330,2,251,352,3,238,356
330,2,251,352,9,254,351
330,3,238,356,2,251,352
330,3,238,356,9,254,351
330,9,254,351,2,251,352
330,9,254,351,3,238,356
331,2,256,359,3,230,355
331,2,256,359,9,260,351
331,3,230,355,2,256,359
331,3,230,355,9,260,351
331,9,260,351,2,256,359
331,9,260,351,3,230,355
332,1,254,414,2,262,366
332,2,262,366,1,254,414
332,2,262,366,3,223,355
332,2,262,366,9,266,350
332,3,223,355,2,262,366
332,3,223,355,9,266,350
332,9,266,350,2,262,366
332,9,266,350,3,223,355
333,1,254,408,2,267,373
333,2,267,373,1,254,408
333,2,267,373,9,272,350
333,9,272,350,2,267,373
334,1,254,402,2,272,380
334,1,254,402,3,209,355
334,2,272,380,1,254,402
334,2,272,380,9,278,349
334,3,209,355,1,254,402
334,9,278,349,2,272,380
335,1,254,396,2,277,387
335,1,254,396,9,284,348
335,2,277,387,1,254,396
335,2,277,387,9,284,348
335,9,284,348,1,254,396
335,9,284,348,2,277,387
336,1,254,390,2,283,394
336,1,254,390,9,291,348
336,2,283,394,1,254,390
336,2,283,394,9,291,348
336,9,291,348,1,254,390
336,9,291,348,2,283,394
337,1,254,385,2,288,401
337,1,254,385,9,297,347
337,2,288,401,1,254,385
337,9,297,347,1,254,385
338,1,254,379,2,293,407
338,1,254,379,9,303,346
338,2,293,407,1,254,379
338,4,55,205,8,9,158
338,8,9,158,4,55,205
338,9,303,346,1,254,379
339,1,254,373,2,298,414
339,2,298,414,1,254,373
339,4,55,205,8,9,164
339,8,9,164,4,55,205
340,4,55,205,8,9,169
340,8,9,169,4,55,205
341,4,55,205,8,9,175
341,8,9,175,4,55,205
342,4,55,205,8,9,181
342,8,9,181,4,55,205
343,4,55,205,8,9,186
343,8,9,186,4,55,205
344,0,253,300,1,254,344
344,1,254,344,0,253,300
345,0,247,304,1,254,338
345,1,254,338,0,247,304
346,0,241,308,1,254,332
346,1,254,332,0,241,308
347,0,235,312,1,254,327
347,1,254,327,0,235,312
348,0,229,316,1,254,321
348,1,254,321,0,229,316
348,6,410,313,9,365,340
348,9,365,340,6,410,313
349,0,223,320,1,254,315
349,1,254,315,0,223,320
349,6,402,312,9,371,339
349,9,371,339,6,402,312
350,0,217,324,1,254,309
350,1,254,309,0,217,324
350,6,394,312,9,377,338
350,9,377,338,6,394,312
351,0,211,328,1,254,303
351,1,254,303,0,211,328
351,6,386,312,9,383,338
351,9,383,338,6,386,312
352,0,205,332,1,253,298
352,1,253,298,0,205,332
352,6,378,311,9,389,337
352,9,389,337,6,378,311
353,6,370,311,9,395,336
353,9,395,336,6,370,311
354,6,362,311,9,402,336
354,9,402,336,6,362,311
357,2,338,356,6,337,310
357,6,337,310,2,338,356
358,2,340,347,6,329,309
358,6,329,309,2,340,347
359,2,342,337,6,321,309
359,6,321,309,2,342,337
360,1,253,251,5,247,210
360,2,344,327,6,313,309
360,5,247,210,1,253,251
360,6,313,309,2,344,327
361,1,253,246,5,244,215
361,2,346,317,6,305,308
361,5,244,215,1,253,246
361,6,305,308,2,346,317
362,1,253,240,5,241,220
362,3,39,333,8,6,295
362,5,241,220,1,253,240
362,8,6,295,3,39,333
363,1,253,234,5,239,225
363,3,44,325,8,6,301
363,5,239,225,1,253,234
363,8,6,301,3,44,325
364,1,253,228,5,237,228
364,3,49,318,8,6,307
364,5,237,228,1,253,228
364,8,6,307,3,49,318
365,1,253,222,5,237,228
365,3,55,310,8,6,312
365,5,237,228,1,253,222
365,8,6,312,3,55,310
366,1,253,217,5,237,228
366,5,237,228,1,253,217
367,1,253,211,5,231,231
367,5,231,231,1,253,211
368,1,253,205,5,225,235
368,5,225,235,1,253,205
369,1,253,199,5,219,238
369,5,219,238,1,253,199
370,1,253,193,5,213,242
370,3,81,273,4,111,230
370,4,111,230,3,81,273
370,5,213,242,1,253,193
371,3,87,266,4,109,237
371,4,109,237,3,87,266
372,3,92,258,4,106,244
372,4,106,244,3,92,258
373,3,97,251,4,104,251
373,4,104,251,3,97,251
374,3,103,243,4,101,258
374,4,101,258,3,103,243
374,5,189,256,6,200,304
374,6,200,304,5,189,256
375,3,108,236,4,98,264
375,3,108,236,7,93,198
375,4,98,264,3,108,236
375,5,183,259,6,192,303
375,6,192,303,5,183,259
375,7,93,198,3,108,236
376,3,113,229,4,96,271
376,3,113,229,7,91,208
376,4,96,271,3,113,229
376,5,177,263,6,184,303
376,6,184,303,5,177,263
376,7,91,208,3,113,229
377,3,119,221,7,90,218
377,5,171,267,6,176,302
377,6,176,302,5,171,267
377,7,90,218,3,119,221
378,3,124,214,7,89,227
378,5,165,270,6,168,302
378,6,168,302,5,165,270
378,7,89,227,3,124,214
379,3,129,206,7,88,237
379,5,159,274,6,159,302
379,6,159,302,5,159,274
379,7,88,237,3,129,206
380,3,135,199,7,86,247
380,5,153,277,6,151,301
380,6,151,301,5,153,277
380,7,86,247,3,135,199
381,0,127,347,4,83,306
381,0,127,347,6,143,301
381,4,83,306,0,127,347
381,5,147,281,6,143,301
381,6,143,301,0,127,347
381,6,143,301,5,147,281
382,0,130,341,6,135,301
382,5,141,284,6,135,301
382,6,135,301,0,130,341
382,6,135,301,5,141,284
383,0,132,336,5,135,288
383,0,132,336,6,127,300
383,4,78,320,6,127,300
383,5,135,288,0,132,336
383,5,135,288,6,127,300
383,5,135,288,7,86,249
383,6,127,300,0,132,336
383,6,127,300,4,78,320
383,6,127,300,5,135,288
383,7,86,249,5,135,288
384,0,134,330,5,129,291
384,0,134,330,6,119,300
384,4,75,327,6,119,300
384,5,129,291,0,134,330
384,5,129,291,6,119,300
384,5,129,291,7,86,249
384,6,119,300,0,134,330
384,6,119,300,4,75,327
384,6,119,300,5,129,291
384,7,86,249,5,129,291
385,0,136,324,5,123,295
385,0,136,324,6,111,300
385,4,73,334,6,111,300
385,5,123,295,0,136,324
385,5,123,295,6,111,300
385,5,123,295,7,86,249
385,6,111,300,0,136,324
385,6,111,300,4,73,334
385,6,111,300,5,123,295
385,7,86,249,5,123,295
386,0,139,319,5,117,298
386,0,139,319,6,103,299
386,4,70,340,5,117,298
386,4,70,340,6,103,299
386,5,117,298,0,139,319
386,5,117,298,4,70,340
386,5,117,298,6,103,299
386,5,117,298,7,86,249
386,6,103,299,0,139,319
386,6,103,299,4,70,340
386,6,103,299,5,117,298
386,7,86,249,5,117,298
387,0,141,313,5,111,302
387,0,141,313,6,95,299
387,4,67,347,5,111,302
387,4,67,347,6,95,299
387,5,111,302,0,141,313
387,5,111,302,4,67,347
387,5,111,302,6,95,299
387,6,95,299,0,141,313
387,6,95,299,4,67,347
387,6,95,299,5,111,302
388,0,143,307,5,109,303
388,5,109,303,0,143,307
388,5,109,303,6,87,299
388,6,87,299,5,109,303
389,0,145,302,5,109,303
389,5,109,303,0,145,302
389,5,109,303,6,79,298
389,6,79,298,5,109,303
390,0,148,296,5,109,303
390,5,109,303,0,148,296
390,5,109,303,6,71,298
390,6,71,298,5,109,303
391,0,150,290,5,109,303
391,4,57,375,8,9,418
391,5,109,303,0,150,290
391,5,109,303,6,62,298
391,6,62,298,5,109,303
391,8,9,418,4,57,375
392,0,152,285,5,109,303
392,4,54,382,8,11,413
392,5,109,303,0,152,285
392,5,109,303,6,60,297
392,6,60,297,5,109,303
392,8,11,413,4,54,382
393,0,155,279,5,116,306
393,0,155,279,9,197,281
393,4,52,389,8,13,407
393,5,116,306,0,155,279
393,8,13,407,4,52,389
393,9,197,281,0,155,279
394,0,157,273,5,123,309
394,0,157,273,9,189,280
394,4,50,393,8,15,402
394,5,123,309,0,157,273
394,8,15,402,4,50,393
394,9,189,280,0,157,273
395,0,159,268,5,130,311
395,0,159,268,9,180,278
395,4,50,393,8,17,396
395,5,130,311,0,159,268
395,8,17,396,4,50,393
395,9,180,278,0,159,268
396,0,161,262,9,172,276
396,4,50,393,8,19,391
396,5,137,314,9,172,276
396,8,19,391,4,50,393
396,9,172,276,0,161,262
396,9,172,276,5,137,314
397,0,164,256,7,119,208
397,0,164,256,9,164,274
397,4,50,393,8,21,385
397,5,144,317,9,164,274
397,7,119,208,0,164,256
397,8,21,385,4,50,393
397,9,164,274,0,164,256
397,9,164,274,5,144,317
398,0,166,251,7,122,204
398,0,166,251,9,156,272
398,4,50,393,8,23,379
398,5,152,319,9,156,272
398,7,122,204,0,166,251
398,8,23,379,4,50,393
398,9,156,272,0,166,251
398,9,156,272,5,152,319
399,0,168,245,7,125,200
399,0,168,245,9,148,270
399,4,50,393,8,25,374
399,7,125,200,0,168,245
399,8,25,374,4,50,393
399,9,148,270,0,168,245
400,0,170,239,7,128,196
400,0,170,239,9,140,268
400,4,50,393,8,27,368
400,7,128,196,0,170,239
400,8,27,368,4,50,393
400,9,140,268,0,170,239
401,0,173,234,7,132,192
401,0,173,234,9,131,266
401,4,56,389,8,29,363
401,6,89,259,9,131,266
401,7,132,192,0,173,234
401,8,29,363,4,56,389
401,9,131,266,0,173,234
401,9,131,266,6,89,259
402,0,175,228,7,135,188
402,4,62,385,8,31,357
402,6,95,251,9,123,264
402,7,135,188,0,175,228
402,8,31,357,4,62,385
402,9,123,264,6,95,251
403,0,177,222,7,138,184
403,4,68,381,8,33,352
403,6,101,243,9,115,262
403,7,138,184,0,177,222
403,8,33,352,4,68,381
403,9,115,262,6,101,243
404,0,179,217,3,209,176
404,0,179,217,7,141,180
404,3,209,176,0,179,217
404,4,74,378,8,35,346
404,6,107,235,9,107,260
404,7,141,180,0,179,217
404,8,35,346,4,74,378
404,9,107,260,6,107,235
405,0,182,211,3,213,183
405,0,182,211,7,145,176
405,3,213,183,0,182,211
405,4,80,374,8,37,341
405,6,113,228,9,99,258
405,7,145,176,0,182,211
405,8,37,341,4,80,374
405,9,99,258,6,113,228
406,0,184,205,3,216,190
406,0,184,205,7,148,172
406,3,216,190,0,184,205
406,4,85,370,8,39,335
406,6,119,220,7,148,172
406,6,119,220,9,91,256
406,7,148,172,0,184,205
406,7,148,172,6,119,220
406,8,39,335,4,85,370
